,species,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,0,198175.5,3438.50912630558,1399,749,1.8678237650200267,5.287490128699057,59.66098237010511,6.395666666666667,13.643413020833334,4.388006770833333,24.025329103133817,40.20093140501166,21.44841187827095,12.639687874487993,0.9976657669676546,0.911737553259056,1.6886890534967272
0,0,102648.0,2443.2102386951447,1165,131,8.893129770992367,1.4867800639077235,58.15287458562062,7.049316145833333,9.232017708333334,10.876065625,33.81620502961949,37.38222055491552,46.47922962038006,8.137424082767671,0.9971911347495988,0.9448180858455831,1.1937952652276915
0,0,87777.5,2241.8549000024796,1070,119,8.991596638655462,1.4505995272136938,57.25742237663555,3.4343026041666667,6.371511458333333,2.6447572916666666,19.975698947358936,29.057373993583756,19.27504973278957,8.553729373141717,0.996610015252205,0.959022707535522,0.8487580137747311
0,0,190565.0,2810.33721780777,1292,254,5.086614173228346,1.722079080628657,41.445151406583136,7.670414583333334,13.303598958333334,6.049156770833333,28.82288535743978,40.2218451420474,26.948603797464493,8.440064162194226,0.9984187675654439,0.9143311885159329,1.6739143876074527
0,0,227331.5,2860.1778371334076,1294,286,4.524475524475524,1.6279486124888103,35.98541011707193,8.992027604166667,16.671171354166667,6.29428125,30.967157947359965,45.040192402092494,28.595326115105568,8.641447061774569,0.9985677237139684,0.8986438796688965,1.9680813301850488
0,0,234462.5,3629.4838604927063,1408,938,1.5010660980810235,5.632900783707416,56.18447766093528,7.319240104166667,15.730615104166667,4.43293125,24.81753263038167,42.2213212701679,21.53426747630638,14.561457094330926,0.9977080787111053,0.895653919074996,1.9571506584599738
0,0,259072.5,3505.150826573372,1379,865,1.5942196531791908,4.604251705603644,47.423336390500694,9.674848958333333,18.432271354166666,6.657214583333333,28.70796453672343,46.43166266942421,24.427573585665854,11.795340512326527,0.9981005317049434,0.884638910869112,2.1260150671280162
0,0,245343.5,3674.7731865644455,1454,900,1.6155555555555556,5.3337463596956916,55.04102604182711,9.033226041666667,16.534254166666667,6.9478442708333334,29.570095116465566,43.37797982783121,28.114027064807853,13.627841063531557,0.9979453920391208,0.889017939306706,2.070195017802493
0,0,223648.5,3093.58908700943,1379,386,3.5725388601036268,2.3800472616628325,42.791672822593654,8.594645833333333,16.134782291666667,5.9357151041666665,28.13372567384623,43.99786719954565,24.565104341450155,12.593482280342116,0.9977369717050067,0.8966265943935613,1.8916947074164263
0,0,287755.5,3042.7850427627563,1309,449,2.915367483296214,2.04250135966124,32.17502642507528,9.552538020833333,19.346294791666665,6.716408333333334,27.72882559581335,45.99022483003598,24.64435095716523,10.302964188201102,0.9985952184570421,0.8743764121679283,2.2866082361460944
0,0,325309.0,3365.697944521904,1339,760,1.7618421052631579,3.1282257791822543,34.822038903808284,10.793174479166666,23.0670171875,6.9855109375,28.372411551830304,50.8309288725943,23.943089925304864,13.031798350634823,0.9982728268145734,0.8556832564479513,2.5864709711239673
0,0,280642.5,3569.2340832948685,1389,897,1.548494983277592,4.439573478714022,45.39380864036545,10.49335,19.798977604166666,8.049865625,30.772753108919243,47.62327818296644,28.250066627551686,12.60749271064628,0.9981867771803931,0.8747523553471561,2.2926823612328144
0,0,326101.0,3288.9830881357193,1389,558,2.489247311827957,2.3767544411087362,33.17196130659757,9.732555729166666,23.086971354166668,5.9583703125,25.739689018119428,50.91516930808582,21.002124242520917,15.702256525294999,0.9979333554254868,0.855815170864498,2.5883005870069455
0,0,248439.5,3347.018788576126,1320,801,1.647940074906367,4.255844984392579,45.091600856875004,8.4953953125,17.538630729166666,5.8218375,26.50283506149587,45.374978665744486,23.25147687510613,14.596652976543023,0.9976232744740511,0.8882034434528906,2.0927719815903365
0,0,296356.0,3557.535606741905,1388,886,1.5665914221218962,4.149630849383849,42.70559594958933,11.034011458333334,20.444709375,8.72889375,31.289176434842492,47.782072957038906,29.247208651445888,13.05081772094667,0.9982035821243918,0.868840623143905,2.3767539059089016
0,0,236211.0,3621.6676293611526,1397,953,1.465897166841553,5.636236246406814,55.528643532953296,7.761883854166666,15.329428125,5.7052463541666665,26.47335887998716,41.27141938873028,25.070850250189633,13.606314373684178,0.997937239679941,0.8940092771739712,1.9932441017563434
0,0,209544.0,3429.771100282669,1374,808,1.7004950495049505,5.298133088993242,56.137755317900734,8.131403125,15.888586458333334,6.078086979166667,28.833973648176546,44.77870290548551,27.204572222689286,9.484338307185848,0.9982178045315567,0.904935276968973,1.8331170753537391
0,0,278122.0,3337.8888508081436,1292,830,1.5566265060240965,3.855717994261511,40.05976506838477,10.038700520833334,19.935440625,7.3475359375,28.657903972240987,48.06238483735242,25.47056298294132,11.851960750496431,0.9981852049925772,0.8771597794539385,2.241876514022639
0,0,199821.0,3545.8543556928635,1403,847,1.656434474616293,5.947027589692775,62.92173050773469,6.8991171875,14.726590625,5.054159375,26.06507505767649,42.933783468716825,24.967669033580883,11.907642032441874,0.9977332655502996,0.907537365258592,1.7982828980495182
0,0,194036.0,3319.4969325065613,1335,745,1.7919463087248322,5.125724092436455,56.78873964068766,5.766157291666667,14.245306770833333,3.447284375,22.58559595563269,42.26496899650678,20.10945930040257,12.322363015906179,0.9975855729685358,0.9110578007522863,1.7040641663668104
0,0,329087.5,3548.9498176574707,1365,905,1.5082872928176796,3.753788885934592,38.27263207581873,12.831732291666667,27.1574375,6.820429166666667,32.12817481943743,58.60538730121372,25.73164584836764,14.202062369395112,0.9977709415512411,0.8489295691004894,2.700593627394813
0,0,358380.0,3540.9426770210266,1374,863,1.5921205098493627,3.308672358948602,34.98597868728398,12.5317375,26.060769791666665,8.825434375,30.363662133342203,53.93353070322532,26.079604035227142,10.828105081558355,0.9986092456337894,0.8483522115828537,2.737033556852447
0,0,219987.5,3481.185309290886,1374,834,1.6474820143884892,5.209005057105517,55.08790798396583,8.538714583333334,16.168514583333334,6.102978125,28.17918181280947,44.52645887935852,25.064791368353852,10.794609753956859,0.9980016824973995,0.9025257844616125,1.8712115598579306
0,0,231786.0,3479.878748178482,1348,886,1.5214446952595937,5.152718455817004,52.24455360558549,8.6329953125,16.82742916666667,6.5174015625,28.423632823266164,45.06640838962894,27.156355385261527,12.103914042909,0.9979076201305039,0.8967325120297328,1.9446686698086386
0,0,230159.0,3478.1630145311356,1341,898,1.4933184855233852,5.232113452004918,52.562002596693226,8.931160416666666,16.518890625,7.334003125,29.571611856279198,44.508948812506056,28.92822731628211,13.007532007924578,0.9977864018573327,0.8951307295767399,1.9617459064258247
0,0,243947.0,3398.918284535408,1343,806,1.6662531017369726,4.437267111298766,47.35719441087253,8.7399109375,16.9812296875,6.6679739583333335,27.711060931519782,44.35820256338769,25.687525858854574,11.322209685038029,0.9981672558524906,0.8927922513155089,2.0118863857657607
0,0,303772.5,3314.2492372989655,1291,806,1.6017369727047146,3.425412109391074,36.15945487803133,11.276551041666666,21.692465625,8.271359895833333,30.012571510752295,49.8365542058056,26.281500083127572,16.49040084939147,0.9975925101712475,0.8622437928034922,2.493909905525256
0,0,206817.5,3551.733645915985,1352,985,1.3725888324873097,6.439106942110798,60.99489594222759,7.98429375,15.203192708333333,5.679565104166667,27.987140298067448,43.43181371911163,25.313142751477912,10.96724024765901,0.997894787129492,0.9073787790225102,1.785110149805695
0,0,253025.0,3680.236163377762,1411,980,1.439795918367347,5.464993577709713,53.52885374264783,9.427308333333333,18.329265104166666,6.644078125,30.427748168898898,46.65711200489174,28.628219157308703,10.898300419954671,0.9983232490868884,0.8863723841578168,2.154104425084528
0,0,260181.0,3614.6970546245575,1395,948,1.4715189873417722,5.082846172472241,50.21901982355149,9.72199375,18.597500520833332,7.0180375,30.063279598761248,46.77864566790534,27.258322499411562,12.466269293045356,0.998080934975333,0.8819123440187838,2.1815743155113374
0,0,289307.0,3701.86862719059,1411,975,1.4471794871794872,4.755242700660544,47.367783472152226,10.713851041666667,21.426922916666665,6.92093125,30.42022730339652,50.44017392076044,26.000347718176894,13.009066695270658,0.9980578897698893,0.870985331609266,2.3890843504979786
0,0,321332.5,3490.7244106531143,1328,900,1.4755555555555555,3.719511720725417,37.92071113606477,12.6517140625,25.768841145833335,7.5750296875,31.94899531430118,56.53118855681912,25.508405716795806,9.84229042334481,0.9984539184562713,0.8604637042004566,2.559637184123158
0,0,334717.0,3553.584366083145,1346,960,1.4020833333333333,3.8604552502561864,37.72727960297968,12.515494270833333,24.697153645833332,8.738370833333333,30.72189221010383,53.303519077683106,25.038601285731122,17.669225219419268,0.9974901906367547,0.8492290049510938,2.65854234534002
0,0,309719.0,3697.348866701126,1381,1025,1.3473170731707318,4.570352480797109,44.13803687244277,11.921009895833333,22.411252604166666,7.6196453125,31.06183590237293,50.667309397757315,25.23583085530433,12.845345134489037,0.998166956903097,0.8625092898554039,2.4961601851987267
0,0,287403.5,3341.743752479553,1221,970,1.2587628865979381,4.120931025544226,38.855655227706436,10.963251041666666,20.810513020833334,7.607494791666666,30.248750138323558,49.13227679774832,26.505784531301174,13.075101283611724,0.9980147789556109,0.8698025886830416,2.3169116536572747
0,0,315732.0,3639.0990839004517,1384,963,1.4371754932502596,4.221276272281555,41.943933913715135,11.93329375,23.3966140625,7.797022395833333,30.280249050625034,52.120720246906224,24.31452788433369,16.788716287088796,0.9975303441107417,0.8558169054265737,2.539335714278608
0,0,303158.5,3616.2878918647766,1369,954,1.4350104821802936,4.308063273832006,43.1376264127438,12.274479166666667,22.917753645833333,8.226646354166666,32.07618250515067,52.16020225804085,27.266386714249027,14.40290297347323,0.9977932296513262,0.8605719687039224,2.494765671349022
0,0,347136.0,3726.4371721744537,1389,1021,1.3604309500489715,4.085341191924779,40.002575354222955,12.360609895833333,25.019514583333333,7.878694270833333,31.241272741074333,52.837202944652255,26.670851833494904,15.824288122344988,0.9979778556128507,0.8431936902578108,2.8134995555991815
0,0,220741.0,3569.182340860367,1373,949,1.4467860906217072,5.90274122161266,57.7104506290607,8.7019484375,15.223778125,7.221357291666667,30.01456842718645,42.33753127664356,29.435755360747223,12.534193691415252,0.9979124139177822,0.8979836734421832,1.9435602687411375
0,0,210282.0,3617.0889887809753,1376,1001,1.3746253746253747,6.550137434492729,62.21803460477158,8.36409375,15.0434375,7.2393442708333335,29.327164620868896,42.688106397062484,30.01399602767325,12.757873128315277,0.9977012160920422,0.8999199667120915,1.900961109693196
0,0,280562.5,3590.111276626587,1350,981,1.3761467889908257,4.7203386054800625,45.93949290643397,9.8272609375,21.0157625,6.3966484375,27.738680297623876,50.427656190182645,22.958594744042916,16.310408401715364,0.9973962804440865,0.8735700199323668,2.318480730561745
0,0,273452.0,3529.584368109703,1340,954,1.4046121593291405,4.674897239734944,45.55814479910321,9.4545359375,18.897654166666666,7.205166145833333,27.92772567081001,46.1670936575905,25.895909427586645,15.086330788292852,0.997764611358779,0.8770266507050586,2.1958027066506642
0,0,228404.5,3608.076775789261,1378,986,1.3975659229208925,5.948691904056181,56.99632896895564,8.5876109375,17.916025,5.401917708333333,27.4782937317251,48.18397036653069,23.861553252335895,11.1440682583675,0.9978014014125467,0.8978707764484652,1.9134972432937007
0,0,229816.0,3692.946832895279,1403,1009,1.3904856293359762,6.1598278622898315,59.34250143850416,8.217227083333333,16.949930729166667,5.5340260416666665,26.75756863134117,45.63661766294641,23.307681350508073,15.050589079389045,0.9972828299322177,0.8942623842155244,1.9699697322742609
0,0,378708.0,3711.951893091202,1359,1042,1.3042226487523991,3.7392344497607657,36.3831417784239,14.431504166666667,30.447495833333335,8.055049479166666,33.1708849022123,60.49464200258413,27.705946512599233,13.188720213467015,0.9981802981185044,0.8320460462861796,2.9981204840178046
0,0,387091.0,3678.2462772130966,1392,957,1.4545454545454546,3.4414233345647407,34.95171852570069,16.417396354166666,32.91484375,8.414529166666666,35.561518872994746,64.20426001147761,25.69542059450119,20.75963931647621,0.9968424598270782,0.817657834403883,3.1429305061850137
0,0,378599.0,3891.0544847249985,1462,1076,1.358736059479554,4.155087572867335,39.9903459943067,13.107871875,25.241684895833334,10.532777083333333,31.831068943988,51.14153531881198,28.85759906124339,16.061462238874977,0.9982046044610484,0.8341430060701087,3.0382222010098863
0,0,236926.5,3577.768129467964,1367,959,1.4254431699687173,5.533163238388276,54.0269863786309,10.1467546875,17.97295,8.5540421875,32.39696822298136,47.321378697573536,30.616253092112743,12.842505254757896,0.9977235196347136,0.8904393652474534,2.1043032015273475
0,0,351351.0,3409.7366033792496,1279,917,1.3947655398037078,3.338094953479569,33.09028209518192,15.119828125,28.6319234375,10.246494791666667,36.659369007282784,59.50145985042411,30.923424907762328,11.9115927814222,0.9982020744561185,0.8445616569205756,2.8578072445496057
0,0,364628.0,3842.829097032547,1434,1067,1.343955014058107,4.196271268251478,40.499729776649026,11.859769270833333,23.990310416666667,9.489608854166667,28.910863144126818,49.64315545163611,25.403410354696245,16.62686750507859,0.9980700168639692,0.8432350958796242,2.814439400466761
0,0,330701.0,3682.8148161172867,1389,974,1.4260780287474333,4.090964345435907,41.01325659678381,11.7378140625,23.451413541666668,8.6639625,29.244302074877368,51.150111516066765,24.324870795448426,16.047616660819394,0.9978186340732157,0.8518048702778999,2.649345631378449
0,0,330098.5,3713.5082570314407,1423,982,1.4490835030549898,4.233239472460493,41.77584440717146,10.4152234375,20.517122395833333,8.710008854166666,27.25058337328672,45.40073739249062,24.719817695650008,14.973663875069922,0.9982291635362711,0.858346436430635,2.5697777147523677
0,0,368959.0,3598.707166314125,1375,919,1.4961915125136018,3.424838532194634,35.10062979594112,12.1980234375,26.4653125,7.775140625,29.318733518958503,53.779387895385504,24.078006750867242,11.829701753825201,0.9985574850063539,0.8407101749988056,2.8080090209739907
0,0,451544.0,3719.8686349391937,1382,1013,1.3642645607107602,3.100397746399022,30.64468282427489,16.71407760416667,36.04240572916667,10.982276041666667,34.11274088329843,64.16123621380204,27.098434484049108,13.644313253708361,0.9983154766948343,0.8022956826038657,3.4917574264697184
0,0,253078.5,3708.5965621471405,1459,933,1.5637727759914255,5.378754022961255,54.34554282868592,10.083590104166667,18.910331770833334,7.765735416666667,31.00614560532561,48.06436690917207,28.132306315811743,12.621586000676686,0.9978610395524012,0.8831281869640228,2.1878917439938603
0,0,405680.5,3608.3467775583267,1358,954,1.4234800838574424,3.1934786118632768,32.09463227124686,15.051540104166667,30.99894375,8.839905729166667,34.51293840076737,59.068103472539825,29.27025106534983,10.498668718203433,0.9987404166930718,0.8275593186661828,3.175433910570574
0,0,411842.0,3709.3345886468887,1381,973,1.4193216855087358,3.2626905463745803,33.408839046362885,16.883216145833334,34.02730885416667,9.005214583333334,35.772464672131605,64.22039689743427,25.664776179616023,12.250422479584174,0.9982937665512893,0.8212103440763705,3.25078543839327
0,0,437721.5,3676.547790646553,1370,972,1.4094650205761317,3.0422083448037167,30.880374066405352,13.448005729166667,30.179149479166668,9.361286979166668,29.080084908102776,55.55389250675072,23.479650949233715,15.85369156843645,0.9983420696856586,0.8091067252349927,3.3806395098642374
0,0,381966.5,3416.4746358394623,1310,851,1.5393654524089306,2.918606736454637,30.55843624332078,12.754890625,25.520332291666666,8.373674479166667,29.920424906786025,51.04236853395659,24.448447317524813,11.715300045021149,0.998692090841055,0.8354314225637995,2.937967219660636
0,1,537910.0,3368.5322979688644,1417,542,2.614391143911439,1.4277741629640646,21.094625202095887,21.2483890625,44.7911875,12.825871875,36.85190905924852,71.0328789294544,26.36784624982507,10.660188276669349,0.9986901907373352,0.7856490755215492,3.887572348814036
0,1,573670.0,3518.639944434166,1509,548,2.7536496350364965,1.4414768072236652,21.58179277035172,18.615986979166667,46.17397864583333,9.287582291666666,32.547259055420696,70.0757936070649,22.38205188148573,18.649978039220116,0.998029878385494,0.7476811066153561,4.20756993887713
0,1,631335.0,3630.2177106142044,1361,824,1.6516990291262137,1.7763374436709511,20.873990237286126,23.499153125,54.74290104166667,10.8900640625,37.05390878941749,77.13123181279391,23.447823304850267,18.222232159234565,0.9979116250251487,0.7250281898186035,4.552395867005664
0,1,767294.0,4067.8543610572815,1465,1022,1.433463796477495,1.9513120133873065,21.565969631943876,29.928353125,64.79707708333333,17.253202604166667,39.97948587317794,78.51441404554252,27.66357149611036,20.063144758567745,0.9978631409329377,0.6737899145774338,5.2831028713111685
0,1,802917.0,4043.202554821968,1483,963,1.5399792315680165,1.778675753533678,20.36012053464915,32.68772135416667,67.8149640625,20.989261979166667,41.6143687532907,79.19207887139135,29.69705482744164,24.197179756126253,0.9973967716332516,0.6531871725993899,5.563592875847665
0,1,746976.0,3917.3446967601776,1398,1009,1.3855302279484638,1.8883899884333633,20.543617831409694,27.3873734375,58.941791145833335,17.76366979166667,38.461768404470014,73.36512120296082,28.167418920760728,21.315629447048284,0.9979288075693478,0.6830437312350226,5.223137479597624
0,1,765768.0,3875.212664604187,1429,912,1.5668859649122806,1.7018835992102046,19.61073483863087,29.050398958333332,63.18014427083333,18.222559375,39.23597681480184,76.93431050537535,28.02337206525891,21.866836102691714,0.9977266418228574,0.6741338114677166,5.3130212393031035
